"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jun 08 19:07:01 GMT 2022","Wed Jun 08 19:07:05 GMT 2022","4644","","SampleTest","","SampleTest","testNavigation","testNavigation()",""
