"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jun 08 19:25:38 GMT 2022","Wed Jun 08 19:25:42 GMT 2022","4442","","SampleTest","","SampleTest","testNavigation","testNavigation()","Navigation to the landing page"
