"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jun 08 20:15:59 GMT 2022","Wed Jun 08 20:16:04 GMT 2022","4494","","SampleTest","","SampleTest","testNavigation","testNavigation()","Navigation to the landing page"
